Epoch,TrainingLoss,LearningRate,TrainingAccuracy
1,4.10679,0.01,0.08054
2,3.56216,0.02,0.15402
3,3.2168,0.02,0.2101
4,2.97779,0.02,0.25468
5,2.82496,0.02,0.28386
6,2.69415,0.02,0.3126
7,2.61668,0.02,0.3251
8,2.54639,0.02,0.33952
9,2.49543,0.02,0.35204
10,2.44379,0.02,0.36314
11,2.39118,0.02,0.3716
12,2.35951,0.02,0.38248
13,2.32504,0.02,0.38696
14,2.29356,0.02,0.3938
15,2.26559,0.02,0.40174
16,2.25594,0.02,0.4027
17,2.22855,0.02,0.41106
18,2.20785,0.02,0.41318
19,2.19114,0.02,0.4189
20,2.16915,0.02,0.42374
21,2.15579,0.02,0.42374
22,2.14217,0.02,0.4264
23,2.13157,0.02,0.4317
24,2.11993,0.02,0.43168
25,2.11167,0.02,0.43286
26,2.10263,0.02,0.43472
27,2.09387,0.02,0.4413
28,2.08078,0.02,0.44072
29,2.07949,0.02,0.44336
30,2.06652,0.02,0.4456
31,2.05432,0.02,0.44874
32,2.04601,0.02,0.45018
33,2.04771,0.02,0.44928
34,2.03512,0.02,0.45276
35,2.03865,0.02,0.45286
36,2.0274,0.02,0.45424
37,2.01978,0.02,0.4567
38,2.02109,0.02,0.45656
39,2.01071,0.02,0.46006
40,2.01074,0.02,0.459
41,2.01025,0.02,0.46036
42,1.99762,0.02,0.4628
43,1.99629,0.02,0.46152
44,1.98819,0.02,0.46554
45,1.99459,0.02,0.46304
46,1.98485,0.02,0.4636
47,1.97994,0.02,0.46454
48,1.98342,0.02,0.46404
49,1.97293,0.02,0.46788
50,1.96813,0.02,0.46956
