Epoch,TrainingLoss,LearningRate,TrainingAccuracy
1,4.60781,0.01,0.0495
2,4.3691,0.02,0.05428
3,4.0766,0.02,0.07186
4,3.9656,0.02,0.08676
5,3.72236,0.02,0.12006
6,3.55641,0.02,0.14976
7,3.42656,0.02,0.16986
8,3.30319,0.02,0.19226
9,3.22959,0.02,0.20574
10,3.17586,0.02,0.21912
11,3.0597,0.02,0.2402
12,3.00539,0.02,0.2481
13,2.90455,0.02,0.26744
14,2.83969,0.02,0.28262
15,2.78106,0.02,0.29484
16,2.72195,0.02,0.30588
17,2.67584,0.02,0.31232
18,2.63972,0.02,0.32348
19,2.59246,0.02,0.33046
20,2.56487,0.02,0.33632
21,2.51766,0.02,0.3498
22,2.48896,0.02,0.35366
23,2.45882,0.02,0.35562
24,2.41976,0.02,0.36616
25,2.39254,0.02,0.3715
26,2.36458,0.02,0.37656
27,2.34,0.02,0.38394
28,2.32076,0.02,0.38634
29,2.30576,0.02,0.38982
30,2.28841,0.02,0.3969
31,2.26774,0.02,0.39852
32,2.24248,0.02,0.40384
33,2.24098,0.02,0.40824
34,2.21306,0.02,0.41376
35,2.20949,0.02,0.41208
36,2.19143,0.02,0.41734
37,2.18664,0.02,0.41824
38,2.17162,0.02,0.42026
39,2.1641,0.02,0.42202
40,2.14838,0.02,0.42336
41,2.13609,0.02,0.4293
42,2.1305,0.02,0.42912
43,2.11891,0.02,0.43226
44,2.11357,0.02,0.43254
45,2.10894,0.02,0.43774
46,2.09191,0.02,0.4372
47,2.09116,0.02,0.4374
48,2.08199,0.02,0.44056
49,2.06939,0.02,0.44098
50,2.06779,0.02,0.44482
51,2.06234,0.02,0.44604
52,2.05356,0.02,0.44806
53,2.04867,0.02,0.4479
54,2.0378,0.02,0.45186
55,2.0451,0.02,0.4483
56,2.02302,0.02,0.45754
57,2.0267,0.02,0.45482
58,2.01668,0.02,0.45618
59,2.01857,0.02,0.45424
60,2.01549,0.02,0.45662
61,1.53197,0.004,0.5733
62,1.40663,0.004,0.60334
63,1.33236,0.004,0.62224
64,1.29009,0.004,0.62974
65,1.25404,0.004,0.64106
66,1.24021,0.004,0.6433
67,1.21034,0.004,0.64944
68,1.19776,0.004,0.6545
69,1.17159,0.004,0.65848
70,1.17243,0.004,0.65884
71,1.15732,0.004,0.66258
72,1.13555,0.004,0.67114
73,1.13605,0.004,0.66726
74,1.11741,0.004,0.67248
75,1.1056,0.004,0.67358
76,1.09805,0.004,0.67814
77,1.0898,0.004,0.67958
78,1.07822,0.004,0.6801
79,1.05761,0.004,0.68686
80,1.04496,0.004,0.69114
81,1.03995,0.004,0.69132
82,1.02555,0.004,0.69794
83,1.02215,0.004,0.6954
84,0.99529,0.004,0.706
85,0.98646,0.004,0.7079
86,0.97644,0.004,0.70554
87,0.9631,0.004,0.7102
88,0.95212,0.004,0.71306
89,0.94511,0.004,0.7156
90,0.92141,0.004,0.72418
91,0.91299,0.004,0.72604
92,0.90336,0.004,0.7261
93,0.89021,0.004,0.72928
94,0.88606,0.004,0.7318
95,0.86798,0.004,0.7392
96,0.86176,0.004,0.74016
97,0.85079,0.004,0.74132
98,0.84308,0.004,0.74514
99,0.83296,0.004,0.74592
100,0.82019,0.004,0.75212
101,0.80058,0.004,0.75674
102,0.80026,0.004,0.75548
103,0.78857,0.004,0.75998
104,0.77018,0.004,0.76578
105,0.76447,0.004,0.76524
106,0.75865,0.004,0.76738
107,0.75245,0.004,0.77006
108,0.73266,0.004,0.77536
109,0.72424,0.004,0.77824
110,0.72661,0.004,0.77608
111,0.71926,0.004,0.77834
112,0.70578,0.004,0.78442
113,0.70213,0.004,0.78282
114,0.70217,0.004,0.78284
115,0.68756,0.004,0.7872
116,0.66962,0.004,0.79552
117,0.67057,0.004,0.79268
118,0.67389,0.004,0.79334
119,0.66998,0.004,0.79306
120,0.65555,0.004,0.79784
121,0.35727,0.0008,0.89822
122,0.25404,0.0008,0.93264
123,0.21124,0.0008,0.94644
124,0.19136,0.0008,0.94984
125,0.16887,0.0008,0.9585
126,0.15714,0.0008,0.96136
127,0.1444,0.0008,0.9649
128,0.13607,0.0008,0.96806
129,0.13006,0.0008,0.96882
130,0.12342,0.0008,0.9697
131,0.11892,0.0008,0.97096
132,0.11022,0.0008,0.97448
133,0.10525,0.0008,0.97598
134,0.10209,0.0008,0.9759
135,0.10137,0.0008,0.97546
136,0.09294,0.0008,0.97898
137,0.08883,0.0008,0.98012
138,0.0908,0.0008,0.97886
139,0.08651,0.0008,0.98002
140,0.08273,0.0008,0.98184
141,0.08151,0.0008,0.9818
142,0.08103,0.0008,0.98196
143,0.08068,0.0008,0.98168
144,0.07564,0.0008,0.98318
145,0.07417,0.0008,0.98358
146,0.07286,0.0008,0.98388
147,0.07179,0.0008,0.9845
148,0.06941,0.0008,0.98482
149,0.07092,0.0008,0.98424
150,0.06682,0.0008,0.98598
