Epoch,TrainingLoss,LearningRate,TrainingAccuracy
1,4.7409,0.001,0.01626
2,4.30734,0.002,0.05744
3,3.91112,0.002,0.1
4,3.65867,0.002,0.13856
5,3.49571,0.002,0.16222
6,3.35159,0.002,0.19086
7,3.25091,0.002,0.20404
8,3.13388,0.002,0.22692
9,3.04278,0.002,0.24342
10,2.95681,0.002,0.26
11,2.87768,0.002,0.27682
12,2.8018,0.002,0.29074
13,2.73227,0.002,0.30186
14,2.6646,0.002,0.32012
15,2.59794,0.002,0.3294
16,2.537,0.002,0.34424
17,2.48022,0.002,0.35346
18,2.42148,0.002,0.36424
19,2.36791,0.002,0.37934
20,2.31586,0.002,0.38878
21,2.26171,0.002,0.39896
22,2.2174,0.002,0.40962
23,2.16035,0.002,0.4223
24,2.1142,0.002,0.43232
25,2.0624,0.002,0.44178
26,2.02866,0.002,0.44852
27,1.96856,0.002,0.4637
28,1.94476,0.002,0.47016
29,1.87265,0.002,0.4855
30,1.84099,0.002,0.49154
31,1.7871,0.002,0.50468
32,1.79402,0.002,0.5023
33,1.74823,0.002,0.5131
34,1.69094,0.002,0.52548
35,1.6271,0.002,0.54064
36,1.58833,0.002,0.54622
37,1.5477,0.002,0.55846
38,1.49135,0.002,0.57108
39,1.46405,0.002,0.58082
40,1.4022,0.002,0.5951
41,1.3585,0.002,0.6055
42,1.32849,0.002,0.60938
43,1.27973,0.002,0.62234
44,1.23355,0.002,0.63668
45,1.18546,0.002,0.64632
46,1.17345,0.002,0.65148
47,1.112,0.002,0.66844
48,1.09197,0.002,0.67152
49,1.02717,0.002,0.6895
50,0.99035,0.002,0.70006
